,지역번호,지역,2008년01월_계,2008년02월_계,2008년03월_계,2008년04월_계,2008년05월_계,2008년06월_계,2008년07월_계,2008년08월_계,2008년09월_계,2008년10월_계,2008년11월_계,2008년12월_계
0,1,전국  ,41182,41537,40749,39625,38863,35929,38009,36235,39768,41307,36111,41075
1,1100000000,서울특별시  ,8005,8618,8338,8137,8051,7398,7823,7394,8115,8523,7376,8463
2,1111000000,서울특별시 종로구 ,109,118,95,82,82,84,101,87,98,119,90,104
3,1111051000,서울특별시 종로구 청운동,4,1,2,2,2,2,3,1,2,1,0,0
4,1111051500,서울특별시 종로구 청운효자동,0,0,0,0,0,0,0,0,0,0,9,10
5,1111052000,서울특별시 종로구 효자동,9,7,13,7,11,6,10,6,5,7,0,0
6,1111053000,서울특별시 종로구 사직동,2,9,2,5,6,0,11,6,8,4,7,10
7,1111054000,서울특별시 종로구 삼청동,3,5,5,1,0,1,2,2,3,1,2,2
8,1111055000,서울특별시 종로구 부암동,3,8,4,4,1,5,3,4,3,5,3,5
9,1111056000,서울특별시 종로구 평창동,14,11,9,4,9,11,7,4,16,15,11,10
10,1111057000,서울특별시 종로구 무악동,5,4,2,4,3,2,5,7,4,7,1,6
11,1111058000,서울특별시 종로구 교남동,7,10,6,6,5,6,2,3,6,12,7,9
12,1111060000,서울특별시 종로구 가회동,6,2,2,4,2,1,3,0,1,1,3,4
13,1111061500,서울특별시 종로구 종로1.2.3.4가동,5,8,3,4,4,4,5,7,3,5,6,5
14,1111063000,서울특별시 종로구 종로5.6가동,1,5,2,4,0,3,6,4,1,5,3,1
15,1111064000,서울특별시 종로구 이화동,2,7,3,5,3,9,8,5,4,4,6,5
16,1111065000,서울특별시 종로구 혜화동,7,7,8,5,2,7,6,3,8,12,4,7
17,1111066000,서울특별시 종로구 명륜3가동,3,5,1,1,2,4,3,0,5,4,0,1
18,1111067000,서울특별시 종로구 창신제1동,8,2,7,2,7,3,2,5,3,4,1,5
19,1111068000,서울특별시 종로구 창신제2동,8,5,8,4,7,8,3,12,6,12,4,6
20,1111069000,서울특별시 종로구 창신제3동,8,6,10,7,6,9,10,5,9,7,6,9
21,1111070000,서울특별시 종로구 숭인제1동,6,8,5,6,6,1,6,10,4,6,6,5
22,1111071000,서울특별시 종로구 숭인제2동,8,8,3,7,6,2,6,3,7,7,11,4
23,1114000000,서울특별시 중구 ,102,103,90,105,91,111,84,93,100,98,85,95
24,1114052000,서울특별시 중구 소공동,1,1,1,0,1,0,3,2,1,1,0,1
25,1114054000,서울특별시 중구 회현동,1,6,0,3,3,1,1,2,5,1,1,1
26,1114055000,서울특별시 중구 명동,2,2,2,2,1,3,0,2,0,0,1,0
27,1114057000,서울특별시 중구 필동,3,3,3,2,2,5,1,2,3,3,2,3
28,1114058000,서울특별시 중구 장충동,1,7,2,5,4,4,2,2,3,6,2,2
29,1114059000,서울특별시 중구 광희동,3,3,1,3,7,2,0,1,6,0,3,3
30,1114060500,서울특별시 중구 을지로동,3,0,0,2,0,0,1,0,1,0,0,0
31,1114061000,서울특별시 중구 신당제1동,3,6,4,6,1,2,2,3,4,2,4,1
32,1114062000,서울특별시 중구 신당제2동,14,21,13,23,9,9,13,10,13,15,10,11
33,1114063000,서울특별시 중구 신당제3동,21,19,22,18,19,23,19,20,13,26,15,21
34,1114064000,서울특별시 중구 신당제4동,15,14,15,15,14,21,9,11,14,14,10,15
35,1114065000,서울특별시 중구 신당제5동,7,3,4,8,7,7,8,7,6,2,6,5
36,1114066000,서울특별시 중구 신당제6동,11,6,12,6,8,10,2,11,11,5,7,8
37,1114067000,서울특별시 중구 황학동,4,5,0,0,5,15,12,10,10,9,13,15
38,1114068000,서울특별시 중구 중림동,13,7,11,12,10,9,11,10,10,14,11,9
39,1117000000,서울특별시 용산구 ,203,201,193,187,175,196,182,190,189,181,191,213
40,1117051000,서울특별시 용산구 후암동,15,10,6,12,14,13,12,9,17,13,18,24
41,1117052000,서울특별시 용산구 용산2가동,16,9,4,5,6,10,7,12,6,8,9,8
42,1117053000,서울특별시 용산구 남영동,6,3,7,9,4,8,3,4,3,1,5,5
43,1117054000,서울특별시 용산구 청파제1동,13,16,12,11,12,0,0,0,0,0,0,0
44,1117055000,서울특별시 용산구 청파제2동,6,2,7,2,3,7,0,0,0,0,0,0
45,1117055500,서울특별시 용산구 청파동,0,0,0,0,0,7,16,7,19,18,18,20
46,1117056000,서울특별시 용산구 원효로제1동,5,6,10,3,2,2,8,15,12,12,13,13
47,1117057000,서울특별시 용산구 원효로제2동,14,19,18,12,14,23,18,11,16,18,23,25
48,1117058000,서울특별시 용산구 효창동,17,11,11,8,5,11,7,13,5,10,8,7
49,1117059000,서울특별시 용산구 용문동,16,13,10,18,9,6,11,9,10,11,7,12
50,1117060000,서울특별시 용산구 한강로제1동,3,14,11,8,8,0,0,0,0,0,0,0
51,1117061000,서울특별시 용산구 한강로제2동,2,2,5,5,2,5,0,0,0,0,0,0
52,1117062000,서울특별시 용산구 한강로제3동,5,6,7,12,6,8,0,0,0,0,0,0
53,1117062500,서울특별시 용산구 한강로동,0,0,0,0,0,14,11,17,15,4,14,9
54,1117063000,서울특별시 용산구 이촌제1동,24,16,24,21,28,22,21,23,21,24,20,29
55,1117064000,서울특별시 용산구 이촌제2동,12,13,16,12,18,14,14,14,17,11,11,13
56,1117065000,서울특별시 용산구 이태원제1동,6,5,1,2,2,4,4,3,9,5,5,4
57,1117066000,서울특별시 용산구 이태원제2동,8,9,10,12,13,12,10,6,9,7,10,10
58,1117067000,서울특별시 용산구 한남제1동,7,11,14,11,10,0,0,0,0,0,0,0
59,1117068000,서울특별시 용산구 한남제2동,6,10,9,6,5,1,0,0,0,0,0,0
60,1117068500,서울특별시 용산구 한남동,0,0,0,0,0,10,21,18,12,19,14,16
61,1117069000,서울특별시 용산구 서빙고동,9,10,4,5,5,12,5,15,9,10,5,7
62,1117070000,서울특별시 용산구 보광동,13,16,7,13,9,7,14,14,9,10,11,11
63,1120000000,서울특별시 성동구 ,292,294,302,293,323,268,278,246,287,280,263,281
64,1120051000,서울특별시 성동구 왕십리제1동,11,7,8,13,6,6,11,0,0,0,0,0
65,1120052000,서울특별시 성동구 왕십리제2동,14,10,17,12,19,19,16,10,19,16,19,19
66,1120053000,서울특별시 성동구 도선동,8,11,10,8,5,7,6,0,0,0,0,0
67,1120053500,서울특별시 성동구 왕십리도선동,0,0,0,0,0,0,0,9,15,12,10,10
68,1120054000,서울특별시 성동구 마장동,13,22,16,25,29,19,20,16,21,27,23,23
69,1120055000,서울특별시 성동구 사근동,10,5,5,3,2,4,9,9,8,5,8,3
70,1120056000,서울특별시 성동구 행당제1동,9,19,19,26,14,12,19,17,16,20,15,13
71,1120057000,서울특별시 성동구 행당제2동,30,20,26,20,32,22,24,27,25,23,25,31
72,1120058000,서울특별시 성동구 응봉동,15,19,18,16,23,15,14,20,20,14,17,23
73,1120059000,서울특별시 성동구 금호1가동,24,27,25,21,18,9,19,20,15,15,10,13
74,1120060000,서울특별시 성동구 금호2가동,10,6,6,13,10,12,3,0,0,0,0,0
75,1120061000,서울특별시 성동구 금호3가동,12,14,23,7,20,14,16,6,0,0,0,0
76,1120061500,서울특별시 성동구 금호2.3가동,0,0,0,0,0,0,0,12,29,19,21,16
77,1120062000,서울특별시 성동구 금호4가동,19,13,19,22,20,17,21,11,24,24,15,13
78,1120063000,서울특별시 성동구 옥수제1동,9,6,6,4,7,8,8,0,0,0,0,0
79,1120064000,서울특별시 성동구 옥수제2동,20,30,26,12,31,20,17,4,0,0,0,0
80,1120064500,서울특별시 성동구 옥수동,0,0,0,0,0,0,0,13,24,29,17,24
81,1120065000,서울특별시 성동구 성수1가제1동,21,10,18,25,17,11,17,18,11,13,19,15
82,1120066000,서울특별시 성동구 성수1가제2동,16,27,25,12,23,28,14,21,16,23,19,23
83,1120067000,서울특별시 성동구 성수2가제1동,24,16,15,17,17,20,14,12,23,14,12,14
84,1120069000,서울특별시 성동구 성수2가제3동,7,11,9,12,7,9,7,9,8,7,17,17
85,1120072000,서울특별시 성동구 송정동,13,12,6,8,11,8,8,4,7,11,4,6
86,1120079000,서울특별시 성동구 용답동,7,9,5,17,12,8,15,8,6,8,12,18
87,1121500000,서울특별시 광진구 ,311,337,318,288,279,273,287,272,298,279,255,321
88,1121571000,서울특별시 광진구 화양동,13,12,10,12,9,16,5,17,16,11,13,25
89,1121573000,서울특별시 광진구 군자동,21,17,15,17,11,14,18,17,13,16,10,16
90,1121574000,서울특별시 광진구 중곡제1동,12,23,17,10,17,11,18,6,11,21,19,17
91,1121575000,서울특별시 광진구 중곡제2동,18,16,22,10,12,17,15,18,11,11,13,20
92,1121576000,서울특별시 광진구 중곡제3동,15,14,10,13,15,13,5,10,22,12,15,19
93,1121577000,서울특별시 광진구 중곡제4동,27,27,29,21,22,30,21,27,19,13,20,18
94,1121578000,서울특별시 광진구 능동,13,13,12,12,11,6,13,6,11,12,10,8
95,1121581000,서울특별시 광진구 광장동,24,25,36,14,21,19,26,25,23,19,22,34
96,1121582000,서울특별시 광진구 자양제1동,18,27,18,21,20,20,21,23,20,14,16,23
97,1121583000,서울특별시 광진구 자양제2동,31,30,21,25,23,18,25,25,33,28,18,20
98,1121584000,서울특별시 광진구 자양제3동,35,40,40,24,24,38,33,29,25,28,29,21
99,1121584500,서울특별시 광진구 노유제1동,0,0,0,0,0,0,0,0,0,0,0,0
100,1121584600,서울특별시 광진구 노유제2동,0,0,0,0,0,0,0,0,0,0,0,0
101,1121584700,서울특별시 광진구 자양제4동,17,24,18,21,23,19,22,12,19,13,20,21
102,1121585000,서울특별시 광진구 구의제1동,24,17,25,32,19,13,24,21,19,24,15,26
103,1121586000,서울특별시 광진구 구의제2동,15,29,24,32,19,18,17,16,20,24,11,22
104,1121587000,서울특별시 광진구 구의제3동,28,23,21,24,33,21,24,20,36,33,24,31
105,1123000000,서울특별시 동대문구 ,305,306,266,281,270,259,293,242,273,297,242,270
106,1123051000,서울특별시 동대문구 신설동,10,9,2,5,7,9,7,7,7,11,7,7
107,1123052000,서울특별시 동대문구 용두제1동,6,3,2,2,2,3,2,0,0,0,0,0
108,1123053000,서울특별시 동대문구 용두제2동,9,6,3,7,7,4,6,3,0,0,0,0
109,1123053500,서울특별시 동대문구 용두동,0,0,0,0,0,0,0,5,7,13,9,8
110,1123054000,서울특별시 동대문구 제기제1동,10,1,7,14,12,11,8,7,8,9,12,7
111,1123055000,서울특별시 동대문구 제기제2동,6,14,9,8,15,8,12,7,15,8,13,13
112,1123056000,서울특별시 동대문구 전농제1동,8,7,11,10,6,10,12,8,10,4,6,9
113,1123057000,서울특별시 동대문구 전농제2동,8,2,2,3,5,5,7,9,12,15,8,6
114,1123058000,서울특별시 동대문구 전농제3동,7,13,11,13,10,13,15,9,11,12,9,11
115,1123059000,서울특별시 동대문구 전농제4동,10,10,9,6,7,5,4,1,0,0,0,0
116,1123060000,서울특별시 동대문구 답십리제1동,8,9,11,5,7,6,3,5,6,10,5,4
117,1123061000,서울특별시 동대문구 답십리제2동,14,12,16,12,11,12,11,14,9,12,9,14
118,1123062000,서울특별시 동대문구 답십리제3동,1,5,8,4,1,1,2,7,15,8,15,11
119,1123063000,서울특별시 동대문구 답십리제4동,18,25,15,17,9,19,20,8,15,13,13,14
120,1123064000,서울특별시 동대문구 답십리제5동,11,9,11,16,8,10,8,1,0,0,0,0
121,1123065000,서울특별시 동대문구 장안제1동,15,19,11,9,6,6,10,13,8,6,15,15
122,1123066000,서울특별시 동대문구 장안제2동,23,24,22,19,24,13,28,16,21,21,23,25
123,1123067000,서울특별시 동대문구 장안제3동,20,21,11,26,20,17,14,25,18,28,12,19
124,1123068000,서울특별시 동대문구 장안제4동,10,6,3,15,13,8,11,7,13,12,7,10
125,1123069000,서울특별시 동대문구 청량리제1동,4,9,12,7,8,11,9,0,0,0,0,0
126,1123070000,서울특별시 동대문구 청량리제2동,6,5,9,8,4,2,9,1,0,0,0,0
127,1123070500,서울특별시 동대문구 청량리동,0,0,0,0,0,0,0,14,15,15,8,18
128,1123071000,서울특별시 동대문구 회기동,9,9,11,8,8,10,11,8,5,9,2,9
129,1123072000,서울특별시 동대문구 휘경제1동,14,14,9,13,14,16,16,11,11,18,12,13
130,1123073000,서울특별시 동대문구 휘경제2동,20,20,11,20,19,14,17,27,18,34,19,18
131,1123074000,서울특별시 동대문구 이문제1동,19,12,12,6,7,9,9,5,8,9,6,5
132,1123075000,서울특별시 동대문구 이문제2동,14,19,12,11,14,11,14,6,18,15,9,10
133,1123076000,서울특별시 동대문구 이문제3동,25,23,26,17,26,26,28,18,23,15,23,24
134,1126000000,서울특별시 중랑구 ,299,336,313,336,316,286,315,299,340,323,277,327
135,1126051000,서울특별시 중랑구 면목제1동,0,0,0,0,0,0,0,0,0,0,0,0
136,1126052000,서울특별시 중랑구 면목제2동,19,15,28,24,22,17,23,19,23,25,17,19
137,1126054000,서울특별시 중랑구 면목제4동,22,26,13,24,10,21,23,11,26,23,14,23
138,1126055000,서울특별시 중랑구 면목제5동,11,10,10,5,11,5,6,11,8,16,11,12
139,1126056000,서울특별시 중랑구 면목제6동,0,0,0,0,0,0,0,0,0,0,0,0
140,1126056500,서울특별시 중랑구 면목본동,24,22,19,23,33,20,35,28,32,23,18,30
141,1126057000,서울특별시 중랑구 면목제7동,20,12,35,23,17,24,19,23,19,26,12,21
142,1126057100,서울특별시 중랑구 면목제8동,0,0,0,0,0,0,0,0,0,0,0,0
143,1126057500,서울특별시 중랑구 면목제3.8동,19,23,22,24,23,22,21,24,24,13,23,25
144,1126058000,서울특별시 중랑구 상봉제1동,10,25,13,16,18,12,16,14,24,16,22,19
145,1126059000,서울특별시 중랑구 상봉제2동,18,19,19,18,17,9,11,18,15,15,10,14
146,1126060000,서울특별시 중랑구 중화제1동,12,21,18,29,20,15,27,20,19,19,22,19
147,1126061000,서울특별시 중랑구 중화제2동,32,27,21,28,25,13,17,15,19,16,21,26
148,1126061100,서울특별시 중랑구 중화제3동,0,0,0,0,0,0,0,0,0,0,0,0
149,1126062000,서울특별시 중랑구 묵제1동,27,31,12,24,27,25,29,25,26,29,24,24
150,1126063000,서울특별시 중랑구 묵제2동,6,12,14,11,12,16,12,14,11,11,14,14
151,1126065000,서울특별시 중랑구 망우제2동,0,0,0,0,0,0,0,0,0,0,0,0
152,1126065500,서울특별시 중랑구 망우본동,29,21,16,20,22,32,27,23,26,28,19,25
153,1126066000,서울특별시 중랑구 망우제3동,4,18,23,19,9,8,12,22,15,19,7,9
154,1126068000,서울특별시 중랑구 신내1동,15,21,21,21,23,22,15,10,22,19,15,20
155,1126069000,서울특별시 중랑구 신내2동,31,33,29,27,27,25,22,22,31,25,28,27
156,1129000000,서울특별시 성북구 ,378,396,367,370,388,326,375,365,387,411,335,344
157,1129052500,서울특별시 성북구 성북동,11,10,16,20,10,12,17,18,9,8,6,11
158,1129055500,서울특별시 성북구 삼선동,17,21,25,18,28,14,21,18,25,16,16,21
159,1129057500,서울특별시 성북구 동선동,11,3,8,11,7,6,5,7,13,19,11,5
160,1129058000,서울특별시 성북구 돈암제1동,16,15,9,13,12,19,15,11,16,18,6,11
161,1129059000,서울특별시 성북구 돈암제2동,25,28,22,18,21,20,18,24,18,18,24,15
162,1129060000,서울특별시 성북구 안암동,9,10,8,11,10,8,11,13,9,14,6,9
163,1129061000,서울특별시 성북구 보문동,8,6,15,11,13,7,13,16,10,14,11,11
164,1129062000,서울특별시 성북구 정릉제1동,10,13,16,16,14,15,9,12,16,21,12,9
165,1129063000,서울특별시 성북구 정릉제2동,21,21,21,22,21,17,25,16,32,24,15,23
166,1129064000,서울특별시 성북구 정릉제3동,19,11,14,11,13,10,18,20,14,11,17,17
167,1129065000,서울특별시 성북구 정릉제4동,28,22,26,29,30,32,29,29,29,32,24,28
168,1129066000,서울특별시 성북구 길음제1동,33,45,30,37,56,27,23,24,26,37,29,32
169,1129067000,서울특별시 성북구 길음제2동,0,0,0,0,0,0,0,0,0,0,0,0
170,1129068500,서울특별시 성북구 길음제2동,19,19,15,11,16,14,14,16,17,17,22,13
171,1129070500,서울특별시 성북구 종암동,21,40,28,27,24,26,32,16,35,29,27,24
172,1129071500,서울특별시 성북구 월곡제1동,29,27,27,22,26,21,34,29,25,25,21,19
173,1129072500,서울특별시 성북구 월곡제2동,22,14,22,28,17,21,22,17,16,24,17,18
174,1129076000,서울특별시 성북구 장위제1동,17,19,26,16,19,17,17,26,27,28,12,15
175,1129077000,서울특별시 성북구 장위제2동,22,16,8,14,16,15,20,12,17,14,17,23
176,1129078000,서울특별시 성북구 장위제3동,10,11,10,12,16,5,8,13,13,12,12,15
177,1129081000,서울특별시 성북구 석관동,30,45,21,23,19,20,24,28,20,30,30,25
178,1130500000,서울특별시 강북구 ,262,261,234,255,234,218,241,242,232,238,231,245
179,1130553100,서울특별시 강북구 미아제1동,12,21,17,14,9,0,0,0,0,0,0,0
180,1130553200,서울특별시 강북구 미아제2동,9,17,20,16,14,13,0,0,0,0,0,0
181,1130553300,서울특별시 강북구 미아제3동,26,14,12,9,17,0,0,0,0,0,0,0
182,1130553400,서울특별시 강북구 삼양동,0,0,0,0,0,12,24,27,26,33,28,28
183,1130553500,서울특별시 강북구 미아동,0,0,0,0,0,13,18,26,23,8,14,19
184,1130554000,서울특별시 강북구 미아제4동,15,11,9,13,13,12,0,0,0,0,0,0
185,1130554500,서울특별시 강북구 송중동,0,0,0,0,0,12,27,19,25,20,26,27
186,1130555000,서울특별시 강북구 미아제5동,11,15,7,20,17,7,0,0,0,0,0,0
187,1130555500,서울특별시 강북구 송천동,0,0,0,0,0,9,18,15,27,24,18,29
188,1130556500,서울특별시 강북구 미아제6.7동,22,26,15,28,28,0,0,0,0,0,0,0
189,1130557500,서울특별시 강북구 삼각산동,0,0,0,0,0,29,18,20,15,17,14,22
190,1130558000,서울특별시 강북구 미아제8동,19,11,11,7,11,0,0,0,0,0,0,0
191,1130558100,서울특별시 강북구 미아제9동,10,15,10,9,16,0,0,0,0,0,0,0
192,1130559000,서울특별시 강북구 번제1동,19,14,15,11,12,12,18,13,12,17,26,9
193,1130560000,서울특별시 강북구 번제2동,13,21,13,18,12,14,22,17,24,10,13,19
194,1130560600,서울특별시 강북구 번제3동,13,18,20,17,17,13,17,18,17,14,19,8
195,1130561000,서울특별시 강북구 수유제1동,14,12,18,13,12,16,16,17,10,14,18,19
196,1130562000,서울특별시 강북구 수유제2동,23,18,19,22,13,11,8,21,14,19,12,10
197,1130563000,서울특별시 강북구 수유제3동,17,18,21,21,17,17,18,17,12,20,18,22
198,1130564000,서울특별시 강북구 수유제4동,10,15,15,14,9,0,0,0,0,0,0,0
199,1130564500,서울특별시 강북구 우이동,0,0,0,0,0,11,15,12,9,18,6,8
200,1130565000,서울특별시 강북구 수유제5동,18,12,7,11,8,0,0,0,0,0,0,0
201,1130565100,서울특별시 강북구 수유제6동,11,3,5,12,9,4,0,0,0,0,0,0
202,1130566000,서울특별시 강북구 인수동,0,0,0,0,0,13,22,20,18,24,19,25
203,1132000000,서울특별시 도봉구 ,242,263,244,262,264,273,247,233,269,273,235,274
204,1132051100,서울특별시 도봉구 창제1동,29,21,17,25,20,30,18,16,29,22,19,24
205,1132051200,서울특별시 도봉구 창제2동,32,22,26,23,24,31,28,34,23,36,27,28
206,1132051300,서울특별시 도봉구 창제3동,8,16,11,15,8,13,10,6,14,10,16,13
207,1132051400,서울특별시 도봉구 창제4동,16,31,27,32,29,28,21,24,23,22,30,22
208,1132051500,서울특별시 도봉구 창제5동,21,30,27,22,23,20,24,19,23,17,21,21
209,1132052100,서울특별시 도봉구 도봉제1동,15,17,8,16,12,9,9,19,16,20,8,14
210,1132052200,서울특별시 도봉구 도봉제2동,29,14,34,26,33,25,32,24,29,16,28,29
211,1132066000,서울특별시 도봉구 쌍문제1동,13,22,12,10,10,24,16,17,24,14,18,23
212,1132067000,서울특별시 도봉구 쌍문제2동,10,18,9,17,17,10,13,11,12,16,9,14
213,1132068000,서울특별시 도봉구 쌍문제3동,12,18,13,17,15,16,21,10,13,21,8,16
214,1132068100,서울특별시 도봉구 쌍문제4동,13,8,9,10,11,13,8,8,8,15,8,14
215,1132069000,서울특별시 도봉구 방학제1동,20,13,21,16,29,22,21,21,19,20,20,21
216,1132070000,서울특별시 도봉구 방학제2동,13,18,16,19,11,8,11,10,15,19,5,18
217,1132071000,서울특별시 도봉구 방학제3동,8,15,14,14,22,24,15,14,21,25,18,17
218,1132072000,서울특별시 도봉구 방학제4동,3,0,0,0,0,0,0,0,0,0,0,0
219,1135000000,서울특별시 노원구 ,488,543,540,477,495,442,451,421,485,499,421,527
220,1135056000,서울특별시 노원구 월계1동,18,16,21,18,27,24,21,23,20,21,17,23
221,1135057000,서울특별시 노원구 월계2동,32,32,30,24,22,17,28,25,21,21,23,17
222,1135058000,서울특별시 노원구 월계3동,24,40,37,32,37,28,30,31,45,34,24,49
223,1135058100,서울특별시 노원구 월계4동,16,20,18,17,13,20,21,9,14,17,10,14
224,1135059000,서울특별시 노원구 공릉제1동,0,0,0,0,0,0,0,0,0,0,0,0
225,1135060000,서울특별시 노원구 공릉2동,48,42,42,53,39,51,27,42,51,31,33,34
226,1135060100,서울특별시 노원구 공릉제3동,0,0,0,0,0,0,0,0,0,0,0,0
227,1135060500,서울특별시 노원구 공릉1.3동,35,48,40,29,39,34,37,26,38,34,37,41
228,1135061100,서울특별시 노원구 하계1동,12,13,15,9,16,15,10,8,14,18,12,17
229,1135061200,서울특별시 노원구 하계2동,14,26,13,19,19,11,14,12,8,17,16,15
230,1135061900,서울특별시 노원구 중계본동,8,5,13,9,8,11,5,7,6,17,15,7
231,1135062100,서울특별시 노원구 중계1동,9,11,12,10,9,12,8,5,5,9,8,6
232,1135062200,서울특별시 노원구 중계2동,23,21,21,27,20,11,19,18,22,16,20,26
233,1135062300,서울특별시 노원구 중계3동,21,13,16,26,22,12,14,13,11,23,11,11
234,1135062400,서울특별시 노원구 중계4동,18,13,20,9,24,10,15,9,16,20,12,20
235,1135063000,서울특별시 노원구 상계1동,26,24,39,28,21,24,26,22,29,27,21,26
236,1135064000,서울특별시 노원구 상계2동,10,13,13,11,6,9,14,9,15,10,8,12
237,1135065000,서울특별시 노원구 상계제3동,0,0,0,0,0,0,0,0,0,0,0,0
238,1135066000,서울특별시 노원구 상계제4동,0,0,0,0,0,0,0,0,0,0,0,0
239,1135066500,서울특별시 노원구 상계3.4동,30,33,23,20,32,32,22,27,26,34,27,27
240,1135067000,서울특별시 노원구 상계5동,21,26,14,18,14,20,23,15,23,17,11,17
241,1135068000,서울특별시 노원구 상계제6동,0,0,0,0,0,0,0,0,0,0,0,0
242,1135069000,서울특별시 노원구 상계제7동,0,0,0,0,0,0,0,0,0,0,0,0
243,1135069500,서울특별시 노원구 상계6.7동,38,40,48,40,46,36,30,30,31,36,35,38
244,1135070000,서울특별시 노원구 상계8동,29,43,44,32,39,27,37,45,41,45,40,55
245,1135071000,서울특별시 노원구 상계9동,26,32,36,24,19,21,26,26,31,23,21,42
246,1135072000,서울특별시 노원구 상계10동,30,32,25,22,23,17,24,19,18,29,20,30
247,1138000000,서울특별시 은평구 ,363,337,330,296,331,278,309,301,321,366,301,319
248,1138051000,서울특별시 은평구 녹번동,34,44,29,25,26,29,25,34,24,38,31,36
249,1138052000,서울특별시 은평구 불광제1동,18,23,15,13,18,15,21,17,25,22,29,25
250,1138053000,서울특별시 은평구 불광제2동,12,16,11,16,11,15,12,18,18,14,24,19
251,1138054000,서울특별시 은평구 불광제3동,14,13,16,11,12,0,0,0,0,0,0,0
252,1138055100,서울특별시 은평구 갈현제1동,13,11,13,9,22,21,19,15,16,25,13,14
253,1138055200,서울특별시 은평구 갈현제2동,28,13,19,21,22,16,23,19,14,18,19,17
254,1138056000,서울특별시 은평구 구산동,24,21,22,23,15,16,23,19,14,12,18,20
255,1138057000,서울특별시 은평구 대조동,27,22,27,20,16,21,21,20,23,27,34,17
256,1138058000,서울특별시 은평구 응암제1동,27,22,29,21,28,25,37,24,20,34,24,17
257,1138059000,서울특별시 은평구 응암제2동,11,12,10,8,8,15,12,8,16,16,12,11
258,1138060000,서울특별시 은평구 응암제3동,18,11,14,16,11,14,13,14,18,20,17,10
259,1138061000,서울특별시 은평구 역촌제1동,26,29,18,16,29,0,0,0,0,0,0,0
260,1138062000,서울특별시 은평구 역촌제2동,16,10,14,15,13,0,0,0,0,0,0,0
261,1138062500,서울특별시 은평구 역촌동,0,0,0,0,0,31,29,33,40,45,17,50
262,1138063100,서울특별시 은평구 신사제1동,26,14,21,20,29,19,27,20,26,22,13,18
263,1138063200,서울특별시 은평구 신사제2동,22,14,21,14,16,14,13,16,16,18,21,17
264,1138064000,서울특별시 은평구 증산동,19,25,29,15,18,16,12,21,21,21,8,13
265,1138065000,서울특별시 은평구 수색동,13,24,13,23,22,10,17,15,18,21,14,22
266,1138068000,서울특별시 은평구 응암제4동,14,13,8,10,15,0,0,0,0,0,0,0
267,1138069000,서울특별시 은평구 진관동,1,0,1,0,0,1,5,8,12,13,7,13
268,1141000000,서울특별시 서대문구 ,281,284,268,281,264,288,278,258,299,292,243,309
269,1141051000,서울특별시 서대문구 충정로동,2,11,6,5,0,0,0,0,0,0,0,0
270,1141052000,서울특별시 서대문구 천연동,17,16,27,21,14,17,16,16,25,26,17,17
271,1141054000,서울특별시 서대문구 북아현제1동,7,5,5,3,0,0,0,0,0,0,0,0
272,1141055000,서울특별시 서대문구 북아현제2동,13,9,9,6,0,0,0,0,0,0,0,0
273,1141055500,서울특별시 서대문구 북아현동,0,0,0,0,14,18,9,9,14,14,12,7
274,1141056000,서울특별시 서대문구 북아현제3동,10,11,7,8,0,0,0,0,0,0,0,0
275,1141056500,서울특별시 서대문구 충현동,0,0,0,0,16,8,21,18,14,23,14,13
276,1141057000,서울특별시 서대문구 대신동,2,7,5,4,0,0,0,0,0,0,0,0
277,1141058000,서울특별시 서대문구 창천동,25,35,24,43,0,0,0,0,0,0,0,0
278,1141058500,서울특별시 서대문구 신촌동,0,0,0,0,34,41,42,33,55,52,34,57
279,1141059000,서울특별시 서대문구 연희제1동,8,11,8,10,0,0,0,0,0,0,0,0
280,1141060000,서울특별시 서대문구 연희제2동,7,10,11,5,1,0,0,0,0,0,0,0
281,1141061000,서울특별시 서대문구 연희제3동,12,5,10,17,1,0,0,0,0,0,0,0
282,1141061500,서울특별시 서대문구 연희동,0,0,0,0,24,28,26,22,29,30,31,35
283,1141062000,서울특별시 서대문구 홍제제1동,15,5,15,18,22,31,17,25,26,24,20,17
284,1141063000,서울특별시 서대문구 홍제제2동,22,19,9,10,3,0,0,0,0,0,0,0
285,1141064000,서울특별시 서대문구 홍제제3동,12,12,14,12,7,11,15,16,24,15,13,16
286,1141065000,서울특별시 서대문구 홍제제4동,9,19,9,10,0,0,0,0,0,0,0,0
287,1141065500,서울특별시 서대문구 홍제제2동,0,0,0,0,15,8,15,19,12,9,13,18
288,1141066000,서울특별시 서대문구 홍은제1동,8,8,5,9,22,13,17,10,19,18,21,22
289,1141067000,서울특별시 서대문구 홍은제2동,9,10,8,12,0,0,0,0,0,0,0,0
290,1141068000,서울특별시 서대문구 홍은제3동,26,18,24,21,0,0,0,0,0,0,0,0
291,1141068500,서울특별시 서대문구 홍은제2동,0,0,0,0,15,30,22,21,17,20,14,25
292,1141069000,서울특별시 서대문구 남가좌제1동,11,7,7,11,8,12,9,5,9,8,2,6
293,1141070000,서울특별시 서대문구 남가좌제2동,27,23,19,14,25,29,25,14,25,16,18,34
294,1141071000,서울특별시 서대문구 북가좌제1동,18,20,15,15,17,14,13,12,11,13,9,14
295,1141072000,서울특별시 서대문구 북가좌제2동,21,23,31,27,26,28,31,38,19,24,25,28
