,지역번호,지역,2008년01월_계,2008년02월_계,2008년03월_계,2008년04월_계,2008년05월_계,2008년06월_계,2008년07월_계,2008년08월_계,2008년09월_계,2008년10월_계,2008년11월_계,2008년12월_계
1066,2820065000,인천광역시 남동구 장수서창동,8,11,9,20,11,9,12,13,16,17,13,13
1067,2820066000,인천광역시 남동구 남촌도림동,17,20,16,20,15,17,13,18,12,21,25,21
1068,2820067000,인천광역시 남동구 논현고잔동,44,52,54,56,38,63,62,61,61,70,57,72
1069,2823700000,인천광역시 부평구 ,440,497,490,517,474,440,422,442,446,472,428,469
1070,2823751000,인천광역시 부평구 부평1동,34,29,39,29,32,27,34,28,28,40,30,36
1071,2823752000,인천광역시 부평구 부평2동,27,21,23,22,23,19,16,19,21,23,21,25
1072,2823753000,인천광역시 부평구 부평3동,15,12,17,12,13,9,15,13,18,13,16,10
1073,2823754000,인천광역시 부평구 부평4동,24,16,19,31,18,16,23,25,23,29,20,18
1074,2823755000,인천광역시 부평구 부평5동,21,26,24,23,16,29,24,7,24,19,17,19
1075,2823756000,인천광역시 부평구 부평6동,10,9,7,11,10,11,8,5,4,12,12,13
1076,2823757000,인천광역시 부평구 산곡1동,14,10,16,19,22,15,18,10,14,13,12,13
1077,2823758000,인천광역시 부평구 산곡2동,12,27,16,29,15,20,21,21,22,23,14,27
1078,2823758100,인천광역시 부평구 산곡3동,12,28,21,28,17,19,17,19,10,16,18,14
1079,2823758200,인천광역시 부평구 산곡4동,15,20,13,23,20,13,9,9,14,16,17,13
1080,2823759100,인천광역시 부평구 청천1동,6,12,16,15,11,17,13,10,6,11,9,14
1081,2823759200,인천광역시 부평구 청천2동,35,33,40,36,55,33,40,40,53,44,36,42
1082,2823764100,인천광역시 부평구 갈산1동,13,27,19,10,20,18,11,22,13,15,20,18
1083,2823764200,인천광역시 부평구 갈산2동,25,22,16,24,15,23,16,22,19,23,20,23
1084,2823764600,인천광역시 부평구 삼산1동,27,35,31,37,36,34,24,23,33,34,33,38
1085,2823764800,인천광역시 부평구 삼산2동,20,23,30,25,23,23,19,24,21,19,17,20
1086,2823765000,인천광역시 부평구 부개1동,16,30,14,18,19,14,14,16,7,15,16,18
1087,2823766000,인천광역시 부평구 부개2동,19,19,25,19,20,18,22,28,25,15,21,13
1088,2823766100,인천광역시 부평구 부개3동,25,42,48,40,33,31,25,41,27,37,34,49
1089,2823767000,인천광역시 부평구 일신동,18,15,12,18,17,16,13,20,18,15,8,11
1090,2823768000,인천광역시 부평구 십정1동,28,19,33,17,17,15,23,19,11,14,17,14
1091,2823769000,인천광역시 부평구 십정2동,24,22,11,31,22,20,17,21,35,26,20,21
1092,2824500000,인천광역시 계양구 ,268,287,303,292,279,269,261,230,264,298,244,300
1093,2824560100,인천광역시 계양구 효성1동,27,22,24,30,27,11,15,12,13,26,21,32
1094,2824560200,인천광역시 계양구 효성2동,26,23,35,25,35,29,32,22,32,32,29,41
1095,2824561100,인천광역시 계양구 계산1동,20,16,21,19,20,17,11,17,18,20,17,26
1096,2824561200,인천광역시 계양구 계산2동,13,18,15,12,18,8,10,17,20,10,11,11
1097,2824561300,인천광역시 계양구 계산3동,20,20,27,21,23,28,21,13,22,21,17,27
1098,2824561400,인천광역시 계양구 계산4동,9,12,14,10,13,7,17,13,7,14,13,5
1099,2824562100,인천광역시 계양구 작전1동,36,36,28,33,21,30,25,27,29,29,32,31
1100,2824562200,인천광역시 계양구 작전2동,21,29,28,28,16,23,16,22,26,29,15,15
1101,2824564000,인천광역시 계양구 작전서운동,30,33,20,39,28,33,28,33,26,40,24,36
1102,2824571000,인천광역시 계양구 계양1동,25,24,29,35,34,38,38,29,30,36,31,35
1103,2824572000,인천광역시 계양구 계양2동,41,54,62,40,44,45,48,25,41,41,34,41
1104,2826000000,인천광역시 서구 ,364,363,384,352,372,318,326,315,360,358,319,351
1105,2826051500,인천광역시 서구 검암경서동,21,12,26,20,28,29,22,19,29,31,21,31
1106,2826053000,인천광역시 서구 연희동,56,31,39,42,39,33,38,35,44,32,40,33
1107,2826054200,인천광역시 서구 가정1동,17,17,15,21,17,19,13,7,13,10,9,10
1108,2826054300,인천광역시 서구 가정2동,18,32,25,12,13,17,19,16,17,12,5,12
1109,2826054400,인천광역시 서구 가정3동,10,9,6,9,7,9,5,9,13,8,4,13
1110,2826055000,인천광역시 서구 석남1동,22,20,26,15,19,24,11,16,20,21,19,19
1111,2826056000,인천광역시 서구 석남2동,14,11,11,10,10,18,11,14,5,15,15,12
1112,2826056100,인천광역시 서구 석남3동,10,12,17,12,9,8,8,14,17,9,17,10
1113,2826057500,인천광역시 서구 신현원창동,15,12,13,12,14,9,6,12,12,8,10,7
1114,2826058000,인천광역시 서구 가좌1동,15,5,10,10,10,8,17,10,10,15,8,16
1115,2826059000,인천광역시 서구 가좌2동,19,20,24,21,21,25,12,20,23,18,23,31
1116,2826060000,인천광역시 서구 가좌3동,14,17,11,16,10,7,17,15,14,23,19,14
1117,2826061000,인천광역시 서구 가좌4동,7,5,8,8,13,5,7,8,11,13,9,7
1118,2826063000,인천광역시 서구 검단1동,38,56,44,44,46,28,44,36,37,29,33,38
1119,2826064000,인천광역시 서구 검단2동,22,24,17,34,32,28,34,28,28,31,26,26
1120,2826065000,인천광역시 서구 검단3동,30,44,46,35,43,25,29,27,33,37,33,31
1121,2826066000,인천광역시 서구 검단4동,36,36,46,31,41,26,33,29,34,46,28,41
1122,2871000000,인천광역시 강화군 ,35,33,34,28,43,37,37,23,27,25,25,19
1123,2871025000,인천광역시 강화군 강화읍,15,12,13,11,14,9,13,9,12,9,12,6
1124,2871031000,인천광역시 강화군 선원면,6,6,6,7,8,8,9,4,8,4,1,3
1125,2871032000,인천광역시 강화군 불은면,1,3,1,2,2,4,0,1,1,1,2,2
1126,2871033000,인천광역시 강화군 길상면,1,2,3,0,6,6,2,2,3,1,2,2
1127,2871034000,인천광역시 강화군 화도면,1,0,3,2,0,1,2,2,0,1,2,1
1128,2871035000,인천광역시 강화군 양도면,2,0,1,1,1,0,2,1,1,0,0,0
1129,2871036000,인천광역시 강화군 내가면,0,2,1,1,1,1,1,0,1,3,1,0
1130,2871037000,인천광역시 강화군 하점면,2,3,1,1,6,5,2,1,0,0,1,0
1131,2871038000,인천광역시 강화군 양사면,0,1,3,0,0,0,1,0,1,0,1,0
1132,2871039000,인천광역시 강화군 송해면,3,1,1,0,0,2,2,0,0,2,2,2
1133,2871040000,인천광역시 강화군 교동면,1,1,1,1,2,1,1,3,0,1,1,2
1134,2871041000,인천광역시 강화군 삼산면,3,1,0,2,3,0,2,0,0,3,0,1
1135,2871042000,인천광역시 강화군 서도면,0,1,0,0,0,0,0,0,0,0,0,0
1136,2871042500,인천광역시 강화군 서도면볼음출장소,0,0,0,0,0,0,0,0,0,0,0,0
1137,2872000000,인천광역시 옹진군 ,12,12,9,10,11,9,16,14,16,10,5,7
1138,2872031000,인천광역시 옹진군 북도면,1,0,1,1,0,3,0,2,0,2,0,1
1139,2872031500,인천광역시 옹진군 북도면장봉출장소,0,1,0,0,0,0,0,0,0,1,0,0
1140,2872033000,인천광역시 옹진군 백령면,3,8,3,5,6,3,8,4,6,2,2,0
1141,2872034000,인천광역시 옹진군 대청면,1,0,2,0,0,0,0,1,2,0,0,2
1142,2872034500,인천광역시 옹진군 대청면소청출장소,0,0,0,0,0,0,0,0,0,0,0,0
1143,2872035000,인천광역시 옹진군 덕적면,0,0,1,0,0,1,1,1,0,1,0,1
1144,2872036000,인천광역시 옹진군 영흥면,7,3,1,3,1,2,5,5,6,2,1,1
1145,2872037000,인천광역시 옹진군 자월면,0,0,0,0,2,0,0,0,1,0,0,2
1146,2872038000,인천광역시 옹진군 연평면,0,0,1,1,2,0,2,1,1,2,2,0
1147,2900000000,광주광역시  ,1280,1248,1221,1169,1134,1050,1107,1075,1182,1197,1021,1172
1148,2911000000,광주광역시 동구 ,59,66,53,62,58,51,63,50,50,59,54,60
1149,2911052500,광주광역시 동구 충장동,1,1,2,0,1,3,2,1,3,2,0,4
1150,2911054500,광주광역시 동구 동명동,0,2,2,3,5,3,6,4,6,2,1,3
1151,2911056000,광주광역시 동구 계림1동,3,2,2,7,5,3,5,1,2,4,7,5
1152,2911057000,광주광역시 동구 계림2동,9,11,6,8,5,8,5,4,5,10,8,8
1153,2911059000,광주광역시 동구 산수1동,10,11,7,5,3,2,5,2,5,4,5,10
1154,2911060000,광주광역시 동구 산수2동,6,7,7,2,4,4,9,7,2,4,7,5
1155,2911062000,광주광역시 동구 지산1동,1,2,4,3,2,2,0,3,2,3,3,1
1156,2911063000,광주광역시 동구 지산2동,3,4,0,6,2,5,3,6,3,3,6,4
1157,2911065500,광주광역시 동구 서남동,1,4,4,0,0,2,2,2,1,1,4,1
1158,2911068500,광주광역시 동구 학동,3,3,3,5,5,3,11,3,3,7,3,3
1159,2911071000,광주광역시 동구 학운동,10,9,6,10,14,7,7,7,8,4,5,7
1160,2911073000,광주광역시 동구 지원1동,6,4,7,4,8,6,3,4,3,9,5,3
1161,2911074000,광주광역시 동구 지원2동,6,6,3,9,4,3,5,6,7,6,0,6
1162,2914000000,광주광역시 서구 ,271,266,215,266,233,223,266,248,256,257,238,230
1163,2914057500,광주광역시 서구 양동,2,7,0,5,1,0,0,2,0,2,1,3
1164,2914059000,광주광역시 서구 양3동,0,3,3,1,2,0,2,0,1,2,2,3
1165,2914065000,광주광역시 서구 농성1동,4,5,4,5,5,5,8,4,5,2,6,5
1166,2914066000,광주광역시 서구 농성2동,9,3,3,2,6,6,1,3,3,3,4,3
1167,2914073000,광주광역시 서구 광천동,9,6,4,9,7,8,5,7,5,5,4,4
1168,2914074000,광주광역시 서구 유덕동,15,18,18,20,16,16,20,20,17,15,11,14
1169,2914074500,광주광역시 서구 치평동,29,35,33,27,33,32,32,36,30,39,33,22
1170,2914075100,광주광역시 서구 상무1동,20,24,14,19,22,19,28,20,19,19,19,23
1171,2914075200,광주광역시 서구 상무2동,15,15,20,17,17,7,20,15,27,11,19,12
1172,2914076000,광주광역시 서구 화정1동,15,11,14,16,7,12,16,16,17,15,17,18
1173,2914077000,광주광역시 서구 화정2동,20,8,14,11,10,14,10,6,14,13,5,11
1174,2914078000,광주광역시 서구 화정3동,8,8,7,8,5,7,6,4,4,8,14,8
1175,2914079000,광주광역시 서구 화정4동,20,18,11,15,14,10,14,20,23,12,11,17
1176,2914080000,광주광역시 서구 서창동,4,2,2,6,3,3,2,3,9,3,5,6
1177,2914082100,광주광역시 서구 금호1동,16,13,10,27,10,17,16,9,14,21,13,14
1178,2914082400,광주광역시 서구 금호2동,34,32,22,30,35,22,33,34,24,39,24,24
1179,2914083000,광주광역시 서구 풍암동,51,58,36,48,40,45,53,49,44,48,50,43
1180,2915500000,광주광역시 남구 ,157,123,154,121,130,112,143,128,147,142,114,141
1181,2915551000,광주광역시 남구 양림동,5,2,2,3,1,3,3,7,8,8,7,5
1182,2915552000,광주광역시 남구 방림1동,4,5,6,1,5,4,3,4,2,3,3,1
1183,2915553000,광주광역시 남구 방림2동,8,7,3,7,7,8,7,8,8,6,4,7
1184,2915553700,광주광역시 남구 봉선1동,18,13,14,10,13,7,10,10,17,11,9,16
1185,2915553800,광주광역시 남구 봉선2동,16,12,16,11,13,15,18,16,18,19,12,7
1186,2915554500,광주광역시 남구 사직동,2,4,3,5,2,2,4,3,6,1,2,3
1187,2915560500,광주광역시 남구 월산동,9,6,7,3,3,4,6,9,6,7,5,6
1188,2915563000,광주광역시 남구 월산4동,8,4,7,4,7,6,11,5,8,8,5,8
1189,2915564000,광주광역시 남구 월산5동,9,2,5,6,4,3,2,2,4,2,4,7
1190,2915567000,광주광역시 남구 백운1동,7,5,8,7,7,6,6,6,2,1,4,3
1191,2915568000,광주광역시 남구 백운2동,2,5,4,3,5,2,2,3,5,6,2,1
1192,2915569000,광주광역시 남구 주월1동,15,17,16,12,18,16,16,14,16,14,15,22
1193,2915570000,광주광역시 남구 주월2동,11,7,9,4,5,2,4,6,10,12,4,7
1194,2915571000,광주광역시 남구 효덕동,36,29,48,39,36,23,43,31,34,35,31,36
1195,2915572000,광주광역시 남구 송암동,7,4,4,6,1,7,6,4,3,5,5,7
1196,2915573000,광주광역시 남구 대촌동,0,1,2,0,3,4,2,0,0,4,2,5
1197,2917000000,광주광역시 북구 ,423,425,429,366,370,348,336,365,393,371,341,404
1198,2917051000,광주광역시 북구 중흥1동,6,3,3,1,1,4,1,2,2,2,4,1
1199,2917052000,광주광역시 북구 중흥2동,4,3,10,4,2,2,7,7,6,6,4,4
1200,2917053000,광주광역시 북구 중흥3동,3,6,3,5,3,2,5,2,3,4,5,0
1201,2917055500,광주광역시 북구 중앙동,2,2,2,2,0,0,0,1,2,3,0,1
1202,2917057000,광주광역시 북구 임동,9,10,8,11,12,8,12,14,11,15,20,19
1203,2917058000,광주광역시 북구 신안동,4,10,17,9,4,5,8,8,10,6,4,10
1204,2917059000,광주광역시 북구 용봉동,18,22,39,25,33,27,20,22,23,30,28,27
1205,2917060100,광주광역시 북구 운암1동,23,23,13,16,16,13,16,15,14,18,15,18
1206,2917060200,광주광역시 북구 운암2동,10,4,12,12,12,10,4,4,9,7,6,17
1207,2917060300,광주광역시 북구 운암3동,19,13,13,14,14,12,10,10,13,15,18,15
1208,2917061500,광주광역시 북구 동림동,42,44,53,35,38,43,43,48,50,42,34,42
1209,2917062000,광주광역시 북구 우산동,11,6,8,3,7,5,2,7,10,8,7,8
1210,2917063500,광주광역시 북구 풍향동,4,5,3,5,4,1,4,3,3,2,2,4
1211,2917065000,광주광역시 북구 문화동,5,16,9,13,9,11,11,9,11,5,8,18
1212,2917065600,광주광역시 북구 문흥1동,17,18,9,9,20,14,13,15,19,7,12,15
1213,2917065700,광주광역시 북구 문흥2동,25,30,23,23,17,21,21,17,30,22,16,15
1214,2917066100,광주광역시 북구 두암1동,4,4,7,8,6,7,8,5,4,5,2,14
1215,2917066200,광주광역시 북구 두암2동,19,14,11,13,22,14,9,12,13,16,9,15
1216,2917066300,광주광역시 북구 두암3동,12,18,15,10,8,10,7,14,4,7,9,7
1217,2917066600,광주광역시 북구 삼각동,14,18,18,10,9,7,9,11,20,12,13,19
1218,2917066900,광주광역시 북구 일곡동,41,38,35,38,23,24,26,36,21,35,35,35
1219,2917067300,광주광역시 북구 매곡동,25,24,17,8,17,12,12,19,19,10,5,10
1220,2917067600,광주광역시 북구 오치1동,13,12,11,8,5,11,6,6,6,6,5,8
1221,2917067700,광주광역시 북구 오치2동,11,10,10,9,11,10,6,8,5,10,8,12
1222,2917068500,광주광역시 북구 석곡동,1,1,2,2,2,0,2,1,1,1,1,0
1223,2917069500,광주광역시 북구 건국동,81,71,78,73,75,75,74,69,84,77,71,70
1224,2920000000,광주광역시 광산구 ,370,368,370,354,343,316,299,284,336,368,274,337
1225,2920051500,광주광역시 광산구 송정1동,14,12,14,16,16,13,13,12,14,13,7,13
1226,2920052500,광주광역시 광산구 송정2동,3,10,6,6,2,3,7,1,2,4,7,9
1227,2920054000,광주광역시 광산구 도산동,24,23,16,17,23,23,18,23,25,16,20,17
1228,2920055000,광주광역시 광산구 신흥동,9,5,11,7,9,4,4,4,2,6,1,4
1229,2920056500,광주광역시 광산구 어룡동,19,26,23,37,21,15,18,12,28,24,26,25
1230,2920058000,광주광역시 광산구 우산동,23,32,34,20,28,26,33,27,27,33,18,27
1231,2920060000,광주광역시 광산구 월곡1동,14,12,16,11,12,12,9,15,7,15,12,8
1232,2920061000,광주광역시 광산구 월곡2동,26,23,29,24,24,23,24,18,23,16,16,19
1233,2920062000,광주광역시 광산구 비아동,11,14,9,19,20,7,12,18,11,19,5,18
1234,2920062400,광주광역시 광산구 첨단1동,13,9,9,6,11,6,11,14,6,8,8,11
1235,2920062600,광주광역시 광산구 첨단2동,56,36,57,36,40,52,32,29,46,49,37,48
1236,2920063000,광주광역시 광산구 신가동,90,105,92,97,95,79,74,69,86,96,74,83
1237,2920063500,광주광역시 광산구 운남동,60,56,43,49,37,44,36,35,54,60,37,45
1238,2920064000,광주광역시 광산구 하남동,2,0,0,4,1,6,4,1,0,2,1,1
1239,2920065000,광주광역시 광산구 임곡동,1,1,1,1,0,2,0,1,1,1,0,1
1240,2920066000,광주광역시 광산구 동곡동,3,1,2,0,0,0,1,1,1,2,1,0
1241,2920067000,광주광역시 광산구 평동,0,3,5,1,2,0,2,2,2,3,3,3
1242,2920068000,광주광역시 광산구 삼도동,1,0,0,3,1,1,1,1,1,0,0,1
1243,2920069000,광주광역시 광산구 본량동,1,0,3,0,1,0,0,1,0,1,1,4
1244,3000000000,대전광역시  ,1361,1327,1250,1231,1252,1183,1229,1167,1224,1328,1082,1240
1245,3011000000,대전광역시 동구 ,268,202,214,206,190,196,219,189,184,202,149,204
1246,3011051500,대전광역시 동구 중앙동,1,1,0,1,1,0,1,1,4,5,4,3
1247,3011052000,대전광역시 동구 인동,12,16,8,16,5,13,8,10,0,0,0,0
1248,3011053000,대전광역시 동구 효동,29,20,35,19,31,25,19,15,21,35,24,34
1249,3011054000,대전광역시 동구 신흥동,7,10,6,9,6,8,6,7,0,0,0,0
1250,3011054500,대전광역시 동구 신인동,0,0,0,0,0,0,0,0,12,20,12,17
1251,3011055100,대전광역시 동구 판암1동,22,7,22,8,14,8,14,12,12,10,12,11
1252,3011055200,대전광역시 동구 판암2동,14,5,6,17,15,6,7,12,12,13,7,13
1253,3011056000,대전광역시 동구 용운동,25,18,16,11,9,18,21,21,11,18,8,10
1254,3011057500,대전광역시 동구 대신동,2,5,1,1,2,3,4,1,0,0,0,0
1255,3011058500,대전광역시 동구 대동,5,1,5,5,2,4,10,2,4,4,3,4
1256,3011059000,대전광역시 동구 자양동,8,8,2,6,4,7,10,8,6,9,4,9
1257,3011061000,대전광역시 동구 소제동,1,0,2,2,4,1,0,1,0,0,0,0
1258,3011062000,대전광역시 동구 가양1동,11,5,9,6,9,10,9,6,11,9,5,8
1259,3011063000,대전광역시 동구 가양2동,23,17,17,18,11,14,28,12,13,17,16,13
1260,3011064000,대전광역시 동구 용전동,32,16,19,17,20,26,15,18,17,17,17,16
1261,3011065000,대전광역시 동구 성남1동,3,3,3,2,4,1,0,1,0,0,0,0
1262,3011066000,대전광역시 동구 성남2동,11,6,4,9,5,7,5,9,0,0,0,0
1263,3011066500,대전광역시 동구 성남동,0,0,0,0,0,0,0,0,14,9,7,7
1264,3011067000,대전광역시 동구 홍도동,14,19,18,16,15,15,19,16,15,10,9,19
1265,3011068000,대전광역시 동구 삼성1동,6,7,5,7,7,3,10,6,0,0,0,0
1266,3011069000,대전광역시 동구 삼성2동,27,19,16,17,9,13,10,11,0,0,0,0
1267,3011069500,대전광역시 동구 삼성동,0,0,0,0,0,0,0,0,13,13,7,13
1268,3011072500,대전광역시 동구 대청동,0,1,1,3,3,0,1,2,2,1,0,1
1269,3011074000,대전광역시 동구 산내동,15,18,19,16,14,14,22,18,17,12,14,26
1270,3014000000,대전광역시 중구 ,215,247,206,211,183,200,206,190,223,194,164,207
1271,3014053500,대전광역시 중구 은행선화동,7,12,12,15,5,9,9,8,19,14,15,13
1272,3014055000,대전광역시 중구 목동,7,9,5,13,16,8,9,8,13,4,8,16
1273,3014056000,대전광역시 중구 중촌동,19,21,17,20,20,16,21,19,20,20,16,23
1274,3014057500,대전광역시 중구 대흥동,12,16,10,11,6,8,6,5,5,8,6,6
1275,3014060500,대전광역시 중구 문창동,3,5,2,2,2,1,9,0,1,1,3,5
1276,3014062000,대전광역시 중구 석교동,14,11,7,9,9,17,11,16,11,8,13,9
1277,3014063000,대전광역시 중구 대사동,4,0,1,2,6,3,4,3,5,1,1,4
1278,3014064000,대전광역시 중구 부사동,9,3,2,5,6,3,2,5,3,3,3,8
1279,3014065500,대전광역시 중구 용두동,7,15,17,9,10,15,4,11,13,11,6,12
1280,3014067000,대전광역시 중구 오류동,11,5,9,5,9,10,7,7,8,14,7,10
1281,3014068000,대전광역시 중구 태평1동,13,18,20,17,11,18,9,12,7,7,10,9
1282,3014069000,대전광역시 중구 태평2동,29,34,21,21,25,22,31,25,32,27,21,23
1283,3014070000,대전광역시 중구 유천1동,6,2,5,6,6,9,4,4,7,6,4,7
1284,3014071000,대전광역시 중구 유천2동,8,12,9,13,7,4,14,7,5,6,9,12
1285,3014072000,대전광역시 중구 문화1동,20,35,26,23,19,21,31,22,34,31,17,16
1286,3014073000,대전광역시 중구 문화2동,14,19,17,13,8,9,13,17,10,11,6,17
1287,3014074000,대전광역시 중구 산성동,32,30,26,27,18,27,22,21,30,22,19,17
1288,3017000000,대전광역시 서구 ,395,438,373,395,445,361,366,357,386,461,363,381
1289,3017051000,대전광역시 서구 복수동,25,22,17,26,23,17,20,18,20,22,17,26
1290,3017052000,대전광역시 서구 도마1동,14,21,16,9,20,9,14,16,12,14,9,17
1291,3017053000,대전광역시 서구 도마2동,19,17,14,23,15,12,14,13,19,23,19,19
1292,3017053500,대전광역시 서구 정림동,11,12,19,8,16,11,11,9,18,20,13,8
1293,3017054000,대전광역시 서구 변동,11,16,5,20,14,9,13,11,7,12,11,6
1294,3017055000,대전광역시 서구 용문동,10,15,13,14,15,12,14,16,10,14,12,20
1295,3017055500,대전광역시 서구 탄방동,31,28,32,34,39,25,23,27,25,25,33,28
1296,3017056000,대전광역시 서구 괴정동,22,19,18,17,15,17,13,20,10,15,13,19
1297,3017057000,대전광역시 서구 가장동,17,14,11,11,11,7,14,14,14,17,7,8
1298,3017057500,대전광역시 서구 내동,23,17,11,24,20,27,23,20,28,22,33,15
1299,3017058100,대전광역시 서구 갈마1동,21,21,23,10,17,17,11,16,13,19,18,23
1300,3017058200,대전광역시 서구 갈마2동,31,40,31,26,35,15,25,20,27,37,28,24
1301,3017058600,대전광역시 서구 월평1동,13,14,10,12,13,8,9,9,8,11,8,7
1302,3017058700,대전광역시 서구 월평2동,6,14,18,19,13,13,8,9,18,10,8,9
1303,3017058800,대전광역시 서구 월평3동,17,25,16,16,22,14,15,13,22,25,18,14
1304,3017059000,대전광역시 서구 가수원동,12,10,10,8,20,10,11,9,10,12,5,13
1305,3017059600,대전광역시 서구 관저1동,16,16,16,12,17,18,21,23,12,21,11,17
1306,3017059700,대전광역시 서구 관저2동,33,43,32,37,40,41,33,31,42,56,29,33
1307,3017060000,대전광역시 서구 기성동,1,0,1,3,1,2,0,2,0,0,0,2
1308,3017061000,대전광역시 서구 삼천동,8,13,13,9,18,12,18,9,10,17,4,11
1309,3017063000,대전광역시 서구 둔산1동,4,6,2,5,4,15,8,5,5,8,7,6
1310,3017064000,대전광역시 서구 둔산2동,33,41,31,37,44,26,32,32,41,45,39,34
1311,3017065000,대전광역시 서구 만년동,17,14,14,15,13,24,16,15,15,16,21,22
1312,3020000000,대전광역시 유성구 ,308,259,273,258,285,275,272,274,246,299,238,297
1313,3020052000,대전광역시 유성구 진잠동,33,31,22,34,25,23,38,28,34,25,20,42
1314,3020053000,대전광역시 유성구 온천1동,19,22,14,18,19,18,14,16,23,17,12,13
1315,3020054000,대전광역시 유성구 온천2동,29,22,29,25,28,29,39,19,21,40,26,24
1316,3020054600,대전광역시 유성구 노은1동,35,32,25,23,29,25,29,36,29,34,29,42
1317,3020054700,대전광역시 유성구 노은2동,61,44,61,40,61,65,37,50,34,67,42,54
1318,3020055000,대전광역시 유성구 신성동,22,22,36,23,26,24,19,37,21,25,33,33
1319,3020057000,대전광역시 유성구 전민동,26,21,22,23,23,21,25,14,21,21,18,20
1320,3020058000,대전광역시 유성구 구즉동,83,65,64,72,74,70,71,74,63,70,58,69
1321,3023000000,대전광역시 대덕구 ,175,181,184,161,149,151,166,157,185,172,168,151
1322,3023051000,대전광역시 대덕구 오정동,14,13,17,10,17,13,18,11,10,19,14,8
1323,3023052000,대전광역시 대덕구 대화동,6,9,17,6,8,7,11,9,10,8,11,8
1324,3023052500,대전광역시 대덕구 회덕동,20,10,20,17,10,7,24,11,22,24,16,23
1325,3023053300,대전광역시 대덕구 비래동,16,17,26,17,22,15,14,4,17,19,20,20
1326,3023054300,대전광역시 대덕구 송촌동,30,38,27,24,23,25,22,20,39,26,21,26
1327,3023054600,대전광역시 대덕구 중리동,24,28,14,20,12,19,18,26,19,15,22,15
1328,3023055000,대전광역시 대덕구 신탄진동,6,14,9,14,10,10,7,9,7,9,12,5
1329,3023056000,대전광역시 대덕구 석봉동,9,4,6,8,7,5,5,6,8,4,3,5
1330,3023057000,대전광역시 대덕구 덕암동,16,12,16,18,10,14,13,18,20,13,17,11
1331,3023058000,대전광역시 대덕구 목상동,7,5,5,7,10,14,8,11,6,8,9,6
1332,3023060000,대전광역시 대덕구 법1동,12,14,10,8,8,9,11,12,10,14,9,9
1333,3023061000,대전광역시 대덕구 법2동,15,17,17,12,12,13,15,20,17,13,14,15
1334,3100000000,울산광역시  ,959,999,962,955,933,875,979,896,978,1043,897,988
1335,3111000000,울산광역시 중구 ,147,195,175,170,178,168,158,164,160,187,159,165
1336,3111051000,울산광역시 중구 학성동,8,7,8,3,12,8,9,9,4,10,9,9
1337,3111052000,울산광역시 중구 반구1동,7,18,17,17,16,12,9,15,14,14,16,18
1338,3111053000,울산광역시 중구 반구2동,9,9,10,8,4,8,7,10,4,11,6,7
1339,3111054000,울산광역시 중구 복산1동,9,6,8,13,9,4,6,7,4,6,3,5
1340,3111055000,울산광역시 중구 복산2동,10,8,9,8,8,4,6,4,6,7,3,4
1341,3111056000,울산광역시 중구 북정동,14,23,12,22,24,14,24,20,19,30,21,26
1342,3111057000,울산광역시 중구 옥교동,1,6,9,4,4,11,4,5,4,6,4,1
1343,3111058000,울산광역시 중구 성남동,5,6,1,8,2,4,4,5,3,8,3,4
1344,3111059000,울산광역시 중구 우정동,14,15,16,12,11,12,12,8,9,22,17,15
1345,3111060000,울산광역시 중구 태화동,7,16,21,13,12,15,8,13,21,15,7,14
1346,3111061000,울산광역시 중구 다운동,19,31,31,23,34,28,23,24,31,32,28,22
1347,3111062000,울산광역시 중구 병영1동,22,28,18,14,20,24,19,17,10,9,14,16
1348,3111063000,울산광역시 중구 병영2동,17,13,11,16,13,20,21,18,22,16,23,17
1349,3111064000,울산광역시 중구 약사동,5,9,4,9,9,4,6,9,9,1,5,7
1350,3114000000,울산광역시 남구 ,268,232,251,252,232,231,273,233,258,291,227,288
1351,3114051000,울산광역시 남구 신정1동,13,12,14,14,6,6,8,12,10,14,9,14
1352,3114052000,울산광역시 남구 신정2동,21,8,7,19,16,10,14,9,15,8,7,16
1353,3114053000,울산광역시 남구 신정3동,2,10,7,1,6,8,6,3,6,10,5,2
1354,3114054000,울산광역시 남구 신정4동,17,13,11,20,20,16,23,23,22,24,21,19
1355,3114055000,울산광역시 남구 신정5동,4,8,4,6,2,7,8,7,12,7,4,5
1356,3114056000,울산광역시 남구 달동,24,20,25,24,17,24,27,24,35,25,34,37
1357,3114057000,울산광역시 남구 삼산동,46,36,45,39,39,42,51,45,39,50,26,48
1358,3114058500,울산광역시 남구 삼호동,29,21,32,28,26,19,19,23,27,26,21,29
1359,3114059500,울산광역시 남구 무거동,29,32,41,35,35,29,32,25,25,34,30,35
1360,3114060000,울산광역시 남구 옥동,14,15,7,11,13,21,17,10,12,19,15,12
1361,3114062500,울산광역시 남구 대현동,28,30,21,23,20,26,33,21,18,23,29,25
1362,3114063500,울산광역시 남구 수암동,10,8,9,9,7,5,9,8,15,17,7,8
1363,3114064000,울산광역시 남구 선암동,17,11,13,14,14,10,20,11,14,23,9,25
1364,3114067000,울산광역시 남구 야음장생포동,14,8,15,9,11,8,6,12,8,11,10,13
1365,3117000000,울산광역시 동구 ,179,171,169,177,156,141,182,142,163,162,157,164
1366,3117051000,울산광역시 동구 방어동,38,32,39,40,30,28,60,37,43,40,39,43
